21:23:43.204 [main                     ] DEBUG GameApplication      - Logger initialized
21:23:43.206 [main                     ] DEBUG GameApplication      - Logging settings
Title: Tower Defense
Version: 0.2
Width: 800
Height: 600
Fullscreen: false
Intro: false
Menus: false
Profiling: false
Single step:false
App Mode: DEVELOPER
Menu Key: ESCAPE
Stage Style: DECORATED
Scene Factory: class com.almasb.fxgl.app.SceneFactory
Dialog Factory: class com.almasb.fxgl.ui.FXGLDialogFactory
UI Factory: class com.almasb.fxgl.ui.FXGLUIFactory

21:23:43.387 [JavaFX Application Thread] DEBUG Engine               - Initializing FXGL
21:23:43.387 [JavaFX Application Thread] INFO  Engine               - FXGL-11.5 (17.09.2019 20.41) on WINDOWS (J:13 FX:12.0.1)
21:23:43.387 [JavaFX Application Thread] INFO  Engine               - Source code and latest versions at: https://github.com/AlmasB/FXGL
21:23:43.387 [JavaFX Application Thread] INFO  Engine               -              Join the FXGL chat at: https://gitter.im/AlmasB/FXGL
21:23:43.388 [JavaFX Application Thread] DEBUG Engine               - Initializing environment variables
21:23:43.390 [JavaFX Application Thread] DEBUG Engine               - Logging environment variables
21:23:43.390 [JavaFX Application Thread] DEBUG Engine               - achievements: []
21:23:43.390 [JavaFX Application Thread] DEBUG Engine               - sceneStack: com.almasb.fxgl.app.Engine@7146ea48
21:23:43.391 [JavaFX Application Thread] DEBUG Engine               - language: ObjectProperty [value: null]
21:23:43.391 [JavaFX Application Thread] DEBUG Engine               - isCloseConfirmation: false
21:23:43.391 [JavaFX Application Thread] DEBUG Engine               - isProfilingEnabled: false
21:23:43.391 [JavaFX Application Thread] DEBUG Engine               - soundNotification: core/notification.wav
21:23:43.391 [JavaFX Application Thread] DEBUG Engine               - devShowBBoxProperty: BooleanProperty [value: false]
21:23:43.392 [JavaFX Application Thread] DEBUG Engine               - pixelsPerMeter: 50.0
21:23:43.392 [JavaFX Application Thread] DEBUG Engine               - overlayRoot: Group@48cb744e
21:23:43.392 [JavaFX Application Thread] DEBUG Engine               - appIcon: fxgl_icon.png
21:23:43.392 [JavaFX Application Thread] DEBUG Engine               - soundMenuBack: menu/back.wav
21:23:43.392 [JavaFX Application Thread] DEBUG Engine               - isFullScreenAllowed: false
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - isIntroEnabled: false
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - eventBus: com.almasb.fxgl.event.EventBus@7ad02466
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - fontMono: lucida_console.ttf
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - soundMenuSelect: menu/select.wav
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - isWindows: true
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - isMobile: false
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - height: 600
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - isExperimentalNative: false
21:23:43.393 [JavaFX Application Thread] DEBUG Engine               - isSingleStep: false
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - cSSList: [fxgl_dark.css]
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - fontGame: Abel-Regular.ttf
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - menuKey: ESCAPE
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - devShowPositionProperty: BooleanProperty [value: false]
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - versionCheckDays: 7
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - masterTimer: com.almasb.fxgl.time.Timer@3c0285de
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - configClass: Optional.empty
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - isFullScreenFromStart: false
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - version: 0.2
21:23:43.394 [JavaFX Application Thread] DEBUG Engine               - fullScreen: BooleanProperty [value: false]
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - dialogFactory: com.almasb.fxgl.ui.FXGLDialogFactory@59f973f6
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - applicationMode: DEVELOPER
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - isMac: false
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - urlGoogleForms: https://goo.gl/forms/6wrMnOBxTE1fEpOy2
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - isMenuEnabled: false
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - profileName: user.profile
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - urlPOM: https://raw.githubusercontent.com/AlmasB/FXGL/master/pom.xml
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - devSensorColorProperty: ObjectProperty [value: 0xffff00ff]
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - notificationViewClass: class com.almasb.fxgl.notification.view.XboxNotificationView
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - sceneFactory: com.almasb.fxgl.app.SceneFactory@4a031583
21:23:43.395 [JavaFX Application Thread] DEBUG Engine               - dataFileExt: .dat
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - stageStyle: DECORATED
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - isManualResizeEnabled: false
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - title: Tower Defense
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - platform: WINDOWS
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - devBBoxColorProperty: ObjectProperty [value: 0xff0000ff]
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - isDesktop: true
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - credits: []
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - globalMusicVolumeProperty: DoubleProperty [value: 0.5]
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - uIFactory: com.almasb.fxgl.ui.FXGLUIFactory@318bebb1
21:23:43.396 [JavaFX Application Thread] DEBUG Engine               - isPreserveResizeRatio: false
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - fontText: Courier-Prime.ttf
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - isExperimentalTiledLargeMap: false
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - secondsIn24h: 60
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - runtimeInfo: RuntimeInfo(platform=WINDOWS, version=11.5, build=17.09.2019 20.41)
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - isLinux: false
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - soundMenuPress: menu/press.wav
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - urlGithub: https://github.com/AlmasB/FXGL
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - profileDir: profiles/
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - globalSoundVolumeProperty: DoubleProperty [value: 0.5]
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - isDeveloperMenuEnabled: false
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - isBrowser: false
21:23:43.397 [JavaFX Application Thread] DEBUG Engine               - globalSoundVolume: 0.5
21:23:43.398 [JavaFX Application Thread] DEBUG Engine               - urlLeaderboard: http://fxgl-top.herokuapp.com/
21:23:43.398 [JavaFX Application Thread] DEBUG Engine               - saveDir: saves/
21:23:43.398 [JavaFX Application Thread] DEBUG Engine               - engineServices: [class com.almasb.fxgl.audio.AudioPlayer, class com.almasb.fxgl.notification.impl.NotificationServiceProvider, class com.almasb.fxgl.achievement.AchievementManager, class com.almasb.fxgl.cutscene.CutsceneService, class com.almasb.fxgl.minigames.MiniGameService]
